field_key,component_name,act_id,operation,required_from_lv2,required_at_ingest,required_in_db,required_for_runtime,system_generated,generator_owner,evidence_source,evidence_reference,decision_status
runtimeContractV1,activity_slides,ACT-010,propsJson,true,true,true,true,false,lv2,lib/activitySlidePreflight.ts,validateActivitySlideFieldMap requires non-empty propsJson and propsJson.runtimeContractV1,locked
runtimeContractV1,activity_slides,ACT-011,propsJson,true,true,true,true,false,lv2,lib/activitySlidePreflight.ts,validateActivitySlideFieldMap requires non-empty propsJson and propsJson.runtimeContractV1,locked
runtimeContractV1,activity_slides,ACT-012,propsJson,true,true,true,true,false,lv2,lib/activitySlidePreflight.ts,validateActivitySlideFieldMap requires non-empty propsJson and propsJson.runtimeContractV1,locked
runtimeContractV1,activity_slides,ACT-013,propsJson,true,true,true,true,false,lv2,lib/activitySlidePreflight.ts,validateActivitySlideFieldMap requires non-empty propsJson and propsJson.runtimeContractV1,locked
runtimeContractV1,activity_slides,ACT-014,propsJson,true,true,true,true,false,lv2,lib/activitySlidePreflight.ts,validateActivitySlideFieldMap requires non-empty propsJson and propsJson.runtimeContractV1,locked
runtimeContractV1,activity_slides,ACT-015,propsJson,true,true,true,true,false,lv2,lib/activitySlidePreflight.ts,validateActivitySlideFieldMap requires non-empty propsJson and propsJson.runtimeContractV1,locked
runtimeContractV1,activity_slides,ACT-016,propsJson,true,true,true,true,false,lv2,lib/activitySlidePreflight.ts,validateActivitySlideFieldMap requires non-empty propsJson and propsJson.runtimeContractV1,locked
runtimeContractV1,activity_slides,ACT-017,propsJson,true,true,true,true,false,lv2,lib/activitySlidePreflight.ts,validateActivitySlideFieldMap requires non-empty propsJson and propsJson.runtimeContractV1,locked
runtimeContractV1,activity_slides,ACT-018,propsJson,true,true,true,true,false,lv2,lib/activitySlidePreflight.ts,validateActivitySlideFieldMap requires non-empty propsJson and propsJson.runtimeContractV1,locked
runtimeContractV1,activity_slides,ACT-019,propsJson,true,true,true,true,false,lv2,lib/activitySlidePreflight.ts,validateActivitySlideFieldMap requires non-empty propsJson and propsJson.runtimeContractV1,locked
runtimeContractV1,activity_slides,ACT-020,propsJson,true,true,true,true,false,lv2,lib/activitySlidePreflight.ts,validateActivitySlideFieldMap requires non-empty propsJson and propsJson.runtimeContractV1,locked
runtimeContractV1,activity_slides,ACT-021,propsJson,true,true,true,true,false,lv2,lib/activitySlidePreflight.ts,validateActivitySlideFieldMap requires non-empty propsJson and propsJson.runtimeContractV1,locked
runtimeContractV1,activity_slides,ACT-022,propsJson,true,true,true,true,false,lv2,lib/activitySlidePreflight.ts,validateActivitySlideFieldMap requires non-empty propsJson and propsJson.runtimeContractV1,locked
runtimeContractV1,activity_slides,ACT-023,propsJson,true,true,true,true,false,lv2,lib/activitySlidePreflight.ts,validateActivitySlideFieldMap requires non-empty propsJson and propsJson.runtimeContractV1,locked
runtimeContractV1,activity_slides,ACT-024,propsJson,true,true,true,true,false,lv2,lib/activitySlidePreflight.ts,validateActivitySlideFieldMap requires non-empty propsJson and propsJson.runtimeContractV1,locked
runtimeContractV1,activity_slides,ACT-025,propsJson,true,true,true,true,false,lv2,lib/activitySlidePreflight.ts,validateActivitySlideFieldMap requires non-empty propsJson and propsJson.runtimeContractV1,locked
runtimeContractV1,activity_slides,ACT-026,propsJson,true,true,true,true,false,lv2,lib/activitySlidePreflight.ts,validateActivitySlideFieldMap requires non-empty propsJson and propsJson.runtimeContractV1,locked
sentenceCards,activity_slides,,category_payload,false,false,false,false,false,lv2,player-contract requireField + contract path,runtime_not_required:activity_slides.sentenceCards (no requireField/runtime dependency),locked
sentenceCards,activity_slides,ACT-016,propsJson,true,true,true,true,false,lv2,lib/activityShapeLock.ts,ACT-016.requiredAll,locked
sentenceTokens,activity_slides,,category_payload,false,false,false,false,false,lv2,player-contract requireField + contract path,runtime_not_required:activity_slides.sentenceTokens (no requireField/runtime dependency),locked
sentenceTokens,activity_slides,ACT-015,propsJson,true,true,true,true,false,lv2,lib/activityShapeLock.ts + lib/activitySlidePreflight.ts,ACT-015.requiredAll + sentenceTokens/correctOrderWords length and multiset validation,locked
sentenceWithGaps,activity_slides,,category_payload,false,false,false,false,false,lv2,player-contract requireField + contract path,runtime_not_required:activity_slides.sentenceWithGaps (no requireField/runtime dependency),locked
sentenceWithGaps,activity_slides,ACT-017,propsJson,true,true,true,true,false,lv2,lib/activityShapeLock.ts + lib/activitySlidePreflight.ts,ACT-017.requiredAll + full-sentence token bounds for blanks.correctGapIndex,locked
sentenceWithGaps,activity_slides,ACT-018,propsJson,true,true,true,true,false,lv2,lib/activityShapeLock.ts + lib/activitySlidePreflight.ts,ACT-018.requiredAll + sentence gaps bounds + accepted_answers-in-wordBank validation,locked
shortSummaryTeacherActivity,activity_slides,,category_payload,false,false,false,false,false,lv2,player-contract requireField + contract path,runtime_not_required:activity_slides.shortSummaryTeacherActivity (no requireField/runtime dependency),locked
shortSummaryTeacherSlide,activity_slides,,category_payload,false,false,false,false,false,lv2,player-contract requireField + contract path,runtime_not_required:activity_slides.shortSummaryTeacherSlide (no requireField/runtime dependency),locked
signatureMetaphors,activity_slides,,category_payload,false,false,false,false,false,lv2,player-contract requireField + contract path,runtime_not_required:activity_slides.signatureMetaphors (no requireField/runtime dependency),locked
simplificationGuidelines,activity_slides,,category_payload,false,false,false,false,false,lv2,player-contract requireField + contract path,runtime_not_required:activity_slides.simplificationGuidelines (no requireField/runtime dependency),locked
skipPolicy,activity_slides,,category_payload,false,false,false,false,false,lv2,player-contract requireField + contract path,runtime_not_required:activity_slides.skipPolicy (no requireField/runtime dependency),locked
slideId,activity_slides,,category_payload,true,true,true,false,true,db,player-contract requireField + contract path,runtime_not_required:activity_slides.slideId (no requireField/runtime dependency),locked
slug,activity_slides,,category_payload,true,true,true,false,false,lv2,player-contract requireField + contract path,runtime_not_required:activity_slides.slug (no requireField/runtime dependency),locked
sourceVersion,activity_slides,,category_payload,true,true,true,false,false,lv2,player-contract requireField + contract path,runtime_not_required:activity_slides.sourceVersion (no requireField/runtime dependency),locked
statement,activity_slides,,category_payload,false,false,false,false,false,lv2,player-contract requireField + contract path,runtime_not_required:activity_slides.statement (no requireField/runtime dependency),locked
statement,activity_slides,ACT-011,propsJson,true,true,true,true,false,lv2,lib/activityShapeLock.ts,ACT-011.requiredAll,locked
styleConstraints,activity_slides,,category_payload,false,false,false,false,false,lv2,player-contract requireField + contract path,runtime_not_required:activity_slides.styleConstraints (no requireField/runtime dependency),locked
subtitle,activity_slides,,category_payload,false,false,false,false,false,lv2,player-contract requireField + contract path,runtime_not_required:activity_slides.subtitle (no requireField/runtime dependency),locked
successCriteria,activity_slides,,category_payload,false,false,false,false,false,lv2,player-contract requireField + contract path,runtime_not_required:activity_slides.successCriteria (no requireField/runtime dependency),locked
syllableBreakdown,activity_slides,,category_payload,false,false,false,false,false,lv2,player-contract requireField + contract path,runtime_not_required:activity_slides.syllableBreakdown (no requireField/runtime dependency),locked
syllableBreakdown,activity_slides,ACT-002,propsJson,conditional_one_of,conditional_one_of,conditional_one_of,conditional_one_of,false,lv2,lib/activityShapeLock.ts,ACT-002.requiredOneOf=[syllableBreakdown|body],locked
tags,activity_slides,,category_payload,false,false,false,false,false,lv2,player-contract requireField + contract path,runtime_not_required:activity_slides.tags (no requireField/runtime dependency),locked
targetedEdges,activity_slides,,category_payload,false,false,false,false,false,lv2,player-contract requireField + contract path,runtime_not_required:activity_slides.targetedEdges (no requireField/runtime dependency),locked
targetedNodes,activity_slides,,category_payload,false,false,false,false,false,lv2,player-contract requireField + contract path,runtime_not_required:activity_slides.targetedNodes (no requireField/runtime dependency),locked
targetedSlices,activity_slides,,category_payload,false,false,false,false,false,lv2,player-contract requireField + contract path,runtime_not_required:activity_slides.targetedSlices (no requireField/runtime dependency),locked
targetKeywords,activity_slides,,category_payload,false,false,false,false,false,lv2,player-contract requireField + contract path,runtime_not_required:activity_slides.targetKeywords (no requireField/runtime dependency),locked
targetKeywords,activity_slides,ACT-022,propsJson,true,true,true,true,false,lv2,lib/activityShapeLock.ts,ACT-022.requiredAll,locked
targetLanguage,activity_slides,,category_payload,true,true,true,false,true,cms,player-contract requireField + contract path,runtime_not_required:activity_slides.targetLanguage (no requireField/runtime dependency),locked
targetNodeKeys,activity_slides,,category_payload,false,false,false,false,false,lv2,player-contract requireField + contract path,runtime_not_required:activity_slides.targetNodeKeys (no requireField/runtime dependency),locked
targetText,activity_slides,,category_payload,false,false,false,false,false,lv2,player-contract requireField + contract path,runtime_not_required:activity_slides.targetText (no requireField/runtime dependency),locked
targetText,activity_slides,ACT-005,propsJson,conditional_one_of,conditional_one_of,conditional_one_of,conditional_one_of,false,lv2,lib/activityShapeLock.ts,ACT-005.requiredOneOf=[lines|targetText|body],locked
targetText,activity_slides,ACT-020,propsJson,true,true,true,true,false,lv2,lib/activityShapeLock.ts,ACT-020.requiredAll,locked
targetText,activity_slides,ACT-026,propsJson,true,true,true,true,false,lv2,lib/activityShapeLock.ts,ACT-026.requiredAll,locked
teacherNotes,activity_slides,,category_payload,false,false,false,false,false,lv2,player-contract requireField + contract path,runtime_not_required:activity_slides.teacherNotes (no requireField/runtime dependency),locked
teacherOverview,activity_slides,,category_payload,false,false,false,false,false,lv2,player-contract requireField + contract path,runtime_not_required:activity_slides.teacherOverview (no requireField/runtime dependency),locked
telemetryTags,activity_slides,,category_payload,false,false,false,false,false,lv2,player-contract requireField + contract path,runtime_not_required:activity_slides.telemetryTags (no requireField/runtime dependency),locked
tenseBins,activity_slides,,category_payload,false,false,false,false,false,lv2,player-contract requireField + contract path,runtime_not_required:activity_slides.tenseBins (no requireField/runtime dependency),locked
tenseBins,activity_slides,ACT-016,propsJson,true,true,true,true,false,lv2,lib/activityShapeLock.ts,ACT-016.requiredAll,locked
textSubtype,activity_slides,,category_payload,false,false,false,false,false,lv2,player-contract requireField + contract path,runtime_not_required:activity_slides.textSubtype (no requireField/runtime dependency),locked
timeExpectationActivity,activity_slides,,category_payload,false,false,false,false,false,lv2,player-contract requireField + contract path,runtime_not_required:activity_slides.timeExpectationActivity (no requireField/runtime dependency),locked
title,activity_slides,,category_payload,false,false,false,false,false,lv2,player-contract requireField + contract path,runtime_not_required:activity_slides.title (no requireField/runtime dependency),locked
topicCategory,activity_slides,,category_payload,false,false,false,false,false,lv2,player-contract requireField + contract path,runtime_not_required:activity_slides.topicCategory (no requireField/runtime dependency),locked
type,activity_slides,,category_payload,true,true,true,true,false,lv2,player-contract requireField + contract path,runtime_required:activity_slides.type via player-contract,locked
version,activity_slides,,category_payload,true,true,true,false,false,lv2,player-contract requireField + contract path,runtime_not_required:activity_slides.version (no requireField/runtime dependency),locked
visibility,activity_slides,,category_payload,false,false,false,false,false,lv2,player-contract requireField + contract path,runtime_not_required:activity_slides.visibility (no requireField/runtime dependency),locked
vocabularyTheme,activity_slides,,category_payload,false,false,false,false,false,lv2,player-contract requireField + contract path,runtime_not_required:activity_slides.vocabularyTheme (no requireField/runtime dependency),locked
word,activity_slides,,category_payload,false,false,false,false,false,lv2,player-contract requireField + contract path,runtime_not_required:activity_slides.word (no requireField/runtime dependency),locked
word,activity_slides,ACT-024,propsJson,true,true,true,true,false,lv2,lib/activityShapeLock.ts,ACT-024.requiredAll,locked
wordBank,activity_slides,,category_payload,false,false,false,false,false,lv2,player-contract requireField + contract path,runtime_not_required:activity_slides.wordBank (no requireField/runtime dependency),locked
wordBank,activity_slides,ACT-014,propsJson,true,true,true,true,false,lv2,lib/activityShapeLock.ts,ACT-014.requiredAll,locked
wordBank,activity_slides,ACT-018,propsJson,true,true,true,true,false,lv2,lib/activityShapeLock.ts,ACT-018.requiredAll,locked
activityTypes,groups,,category_payload,true,true,true,false,false,lv2,player-contract requireField + contract path,runtime_not_required:groups.activityTypes (no requireField/runtime dependency),locked
aiInstructions,groups,,category_payload,false,false,false,false,false,lv2,player-contract requireField + contract path,runtime_not_required:groups.aiInstructions (no requireField/runtime dependency),locked
allowRetry,groups,,category_payload,false,false,false,false,false,lv2,player-contract requireField + contract path,runtime_not_required:groups.allowRetry (no requireField/runtime dependency),locked
allowSkip,groups,,category_payload,false,false,false,false,false,lv2,player-contract requireField + contract path,runtime_not_required:groups.allowSkip (no requireField/runtime dependency),locked
anecdoteOrMemoryHook,groups,,category_payload,false,false,false,false,false,lv2,player-contract requireField + contract path,runtime_not_required:groups.anecdoteOrMemoryHook (no requireField/runtime dependency),locked
assessmentPlan,groups,,category_payload,false,false,false,false,false,lv2,player-contract requireField + contract path,runtime_not_required:groups.assessmentPlan (no requireField/runtime dependency),locked
audienceNotes,groups,,category_payload,false,false,false,false,false,lv2,player-contract requireField + contract path,runtime_not_required:groups.audienceNotes (no requireField/runtime dependency),locked
autoAdvance,groups,,category_payload,false,false,false,false,false,lv2,player-contract requireField + contract path,runtime_not_required:groups.autoAdvance (no requireField/runtime dependency),locked
breakingChangeGuard,groups,,category_payload,false,false,false,false,false,lv2,player-contract requireField + contract path,runtime_not_required:groups.breakingChangeGuard (no requireField/runtime dependency),locked
canonicalNodeKey,groups,,category_payload,false,false,false,false,false,lv2,player-contract requireField + contract path,runtime_not_required:groups.canonicalNodeKey (no requireField/runtime dependency),locked
cefrLevel,groups,,category_payload,true,true,true,false,false,lv2,player-contract requireField + contract path,runtime_not_required:groups.cefrLevel (no requireField/runtime dependency),locked
cefrMax,groups,,category_payload,true,true,true,false,false,lv2,player-contract requireField + contract path,runtime_not_required:groups.cefrMax (no requireField/runtime dependency),locked
cefrMin,groups,,category_payload,true,true,true,false,false,lv2,player-contract requireField + contract path,runtime_not_required:groups.cefrMin (no requireField/runtime dependency),locked
changeImpactAssessment,groups,,category_payload,false,false,false,false,false,lv2,player-contract requireField + contract path,runtime_not_required:groups.changeImpactAssessment (no requireField/runtime dependency),locked
commonMisconceptions,groups,,category_payload,true,true,true,false,false,lv2,player-contract requireField + contract path,runtime_not_required:groups.commonMisconceptions (no requireField/runtime dependency),locked
competencyTags,groups,,category_payload,true,true,true,false,false,lv2,player-contract requireField + contract path,runtime_not_required:groups.competencyTags (no requireField/runtime dependency),locked
culturalContext,groups,,category_payload,true,true,true,false,false,lv2,player-contract requireField + contract path,runtime_not_required:groups.culturalContext (no requireField/runtime dependency),locked
defaultLang,groups,,category_payload,true,true,true,false,false,lv2,player-contract requireField + contract path,runtime_not_required:groups.defaultLang (no requireField/runtime dependency),locked
description,groups,,category_payload,true,true,true,false,false,lv2,player-contract requireField + contract path,runtime_not_required:groups.description (no requireField/runtime dependency),locked
diagnosticChecks,groups,,category_payload,false,false,false,false,false,lv2,player-contract requireField + contract path,runtime_not_required:groups.diagnosticChecks (no requireField/runtime dependency),locked
differentiationPaths,groups,,category_payload,false,false,false,false,false,lv2,player-contract requireField + contract path,runtime_not_required:groups.differentiationPaths (no requireField/runtime dependency),locked
differentiationStrategies,groups,,category_payload,false,false,false,false,false,lv2,player-contract requireField + contract path,runtime_not_required:groups.differentiationStrategies (no requireField/runtime dependency),locked
diffLog,groups,,category_payload,false,false,false,false,false,lv2,player-contract requireField + contract path,runtime_not_required:groups.diffLog (no requireField/runtime dependency),locked
discourseFocus,groups,,category_payload,false,false,false,false,false,lv2,player-contract requireField + contract path,runtime_not_required:groups.discourseFocus (no requireField/runtime dependency),locked
estimatedMinutes,groups,,category_payload,true,true,true,false,false,lv2,player-contract requireField + contract path,runtime_not_required:groups.estimatedMinutes (no requireField/runtime dependency),locked
exampleResponses,groups,,category_payload,false,false,false,false,false,lv2,player-contract requireField + contract path,runtime_not_required:groups.exampleResponses (no requireField/runtime dependency),locked
expansionGuidelines,groups,,category_payload,false,false,false,false,false,lv2,player-contract requireField + contract path,runtime_not_required:groups.expansionGuidelines (no requireField/runtime dependency),locked
expectedCompletionRate,groups,,category_payload,false,false,false,false,false,lv2,player-contract requireField + contract path,runtime_not_required:groups.expectedCompletionRate (no requireField/runtime dependency),locked
expectedTimeOnTask,groups,,category_payload,false,false,false,false,false,lv2,player-contract requireField + contract path,runtime_not_required:groups.expectedTimeOnTask (no requireField/runtime dependency),locked
experimentFlag,groups,,category_payload,false,false,false,false,false,lv2,player-contract requireField + contract path,runtime_not_required:groups.experimentFlag (no requireField/runtime dependency),locked
extractabilityTier,groups,,category_payload,true,true,true,false,false,lv2,player-contract requireField + contract path,runtime_not_required:groups.extractabilityTier (no requireField/runtime dependency),locked
extraPracticeNotes,groups,,category_payload,false,false,false,false,false,lv2,player-contract requireField + contract path,runtime_not_required:groups.extraPracticeNotes (no requireField/runtime dependency),locked
forbiddenPatterns,groups,,category_payload,false,false,false,false,false,lv2,player-contract requireField + contract path,runtime_not_required:groups.forbiddenPatterns (no requireField/runtime dependency),locked
grammarFocus,groups,,category_payload,false,false,false,false,false,lv2,player-contract requireField + contract path,runtime_not_required:groups.grammarFocus (no requireField/runtime dependency),locked
groupGoal,groups,,category_payload,true,true,true,false,false,lv2,player-contract requireField + contract path,runtime_not_required:groups.groupGoal (no requireField/runtime dependency),locked
groupId,groups,,category_payload,true,true,true,false,true,db,player-contract requireField + contract path,runtime_not_required:groups.groupId (no requireField/runtime dependency),locked
groupName,groups,,category_payload,true,true,true,false,false,lv2,player-contract requireField + contract path,runtime_not_required:groups.groupName (no requireField/runtime dependency),locked
groupPlan,groups,,category_payload,true,true,true,false,false,lv2,player-contract requireField + contract path,runtime_not_required:groups.groupPlan (no requireField/runtime dependency),locked
groupSlidesPlan,groups,,category_payload,true,true,true,false,false,lv2,player-contract requireField + contract path,runtime_not_required:groups.groupSlidesPlan (no requireField/runtime dependency),locked
groupSummary,groups,,category_payload,true,true,true,false,false,lv2,player-contract requireField + contract path,runtime_not_required:groups.groupSummary (no requireField/runtime dependency),locked
groupType,groups,,category_payload,true,true,true,false,false,lv2,player-contract requireField + contract path,runtime_not_required:groups.groupType (no requireField/runtime dependency),locked
ingestPayload,groups,,category_payload,true,true,true,false,false,lv2,player-contract requireField + contract path,runtime_not_required:groups.ingestPayload (no requireField/runtime dependency),locked
ingestSource,groups,,category_payload,true,true,true,false,false,lv2,player-contract requireField + contract path,runtime_not_required:groups.ingestSource (no requireField/runtime dependency),locked
isRequiredToPass,groups,,category_payload,false,false,false,false,false,lv2,player-contract requireField + contract path,runtime_not_required:groups.isRequiredToPass (no requireField/runtime dependency),locked
keywords,groups,,category_payload,true,true,true,false,false,lv2,player-contract requireField + contract path,runtime_not_required:groups.keywords (no requireField/runtime dependency),locked
l1InterferenceNotes,groups,,category_payload,false,false,false,false,false,lv2,player-contract requireField + contract path,runtime_not_required:groups.l1InterferenceNotes (no requireField/runtime dependency),locked
lastUpdatedAt,groups,,category_payload,true,true,true,false,true,cms,player-contract requireField + contract path,runtime_not_required:groups.lastUpdatedAt (no requireField/runtime dependency),locked
lastUpdatedBy,groups,,category_payload,true,true,true,false,false,lv2,player-contract requireField + contract path,runtime_not_required:groups.lastUpdatedBy (no requireField/runtime dependency),locked
learningGoalPreviewGroup,groups,,category_payload,true,true,true,false,false,lv2,player-contract requireField + contract path,runtime_not_required:groups.learningGoalPreviewGroup (no requireField/runtime dependency),locked
learningObjectives,groups,,category_payload,true,true,true,false,false,lv2,player-contract requireField + contract path,runtime_not_required:groups.learningObjectives (no requireField/runtime dependency),locked
lessonId,groups,,category_payload,true,true,true,false,true,db,player-contract requireField + contract path,runtime_not_required:groups.lessonId (no requireField/runtime dependency),locked
level,groups,,category_payload,false,false,false,false,false,lv2,player-contract requireField + contract path,runtime_not_required:groups.level (no requireField/runtime dependency),locked
levelMax,groups,,category_payload,true,true,true,false,false,lv2,player-contract requireField + contract path,runtime_not_required:groups.levelMax (no requireField/runtime dependency),locked
levelMin,groups,,category_payload,true,true,true,false,false,lv2,player-contract requireField + contract path,runtime_not_required:groups.levelMin (no requireField/runtime dependency),locked
linkedGroups,groups,,category_payload,true,true,true,false,false,lv2,player-contract requireField + contract path,runtime_not_required:groups.linkedGroups (no requireField/runtime dependency),locked
linkedResources,groups,,category_payload,false,false,false,false,false,lv2,player-contract requireField + contract path,runtime_not_required:groups.linkedResources (no requireField/runtime dependency),locked
manualOverrideJson,groups,,category_payload,false,false,false,false,false,lv2,player-contract requireField + contract path,runtime_not_required:groups.manualOverrideJson (no requireField/runtime dependency),locked
masteryRule,groups,,category_payload,false,false,false,false,false,lv2,player-contract requireField + contract path,runtime_not_required:groups.masteryRule (no requireField/runtime dependency),locked
masteryThreshold,groups,,category_payload,false,false,false,false,false,lv2,player-contract requireField + contract path,runtime_not_required:groups.masteryThreshold (no requireField/runtime dependency),locked
maxAttempts,groups,,category_payload,false,false,false,false,false,lv2,player-contract requireField + contract path,runtime_not_required:groups.maxAttempts (no requireField/runtime dependency),locked
maxScoreValue,groups,,category_payload,false,false,false,false,false,lv2,player-contract requireField + contract path,runtime_not_required:groups.maxScoreValue (no requireField/runtime dependency),locked
metadata,groups,,category_payload,false,false,false,false,false,lv2,player-contract requireField + contract path,runtime_not_required:groups.metadata (no requireField/runtime dependency),locked
minAttemptsBeforeSkip,groups,,category_payload,false,false,false,false,false,lv2,player-contract requireField + contract path,runtime_not_required:groups.minAttemptsBeforeSkip (no requireField/runtime dependency),locked
moduleId,groups,,category_payload,true,true,true,false,true,db,player-contract requireField + contract path,runtime_not_required:groups.moduleId (no requireField/runtime dependency),locked
notesForTeacherOrAI,groups,,category_payload,false,false,false,false,false,lv2,player-contract requireField + contract path,runtime_not_required:groups.notesForTeacherOrAI (no requireField/runtime dependency),locked
orderIndex,groups,,category_payload,true,true,true,true,false,lv2,player-contract requireField + contract path,runtime_required:groups.orderIndex via player-contract,locked
ownerTeam,groups,,category_payload,true,true,true,false,false,lv2,player-contract requireField + contract path,runtime_not_required:groups.ownerTeam (no requireField/runtime dependency),locked
pacingNotes,groups,,category_payload,false,false,false,false,false,lv2,player-contract requireField + contract path,runtime_not_required:groups.pacingNotes (no requireField/runtime dependency),locked
passingScoreType,groups,,category_payload,false,false,false,false,false,lv2,player-contract requireField + contract path,runtime_not_required:groups.passingScoreType (no requireField/runtime dependency),locked
passingScoreValue,groups,,category_payload,false,false,false,false,false,lv2,player-contract requireField + contract path,runtime_not_required:groups.passingScoreValue (no requireField/runtime dependency),locked
passRequiredForNext,groups,,category_payload,false,false,false,false,false,lv2,player-contract requireField + contract path,runtime_not_required:groups.passRequiredForNext (no requireField/runtime dependency),locked
prerequisiteEdges,groups,,category_payload,true,true,true,false,false,lv2,player-contract requireField + contract path,runtime_not_required:groups.prerequisiteEdges (no requireField/runtime dependency),locked
prerequisiteNodes,groups,,category_payload,true,true,true,false,false,lv2,player-contract requireField + contract path,runtime_not_required:groups.prerequisiteNodes (no requireField/runtime dependency),locked
prerequisites,groups,,category_payload,true,true,true,false,false,lv2,player-contract requireField + contract path,runtime_not_required:groups.prerequisites (no requireField/runtime dependency),locked
prerequisiteSlices,groups,,category_payload,true,true,true,false,false,lv2,player-contract requireField + contract path,runtime_not_required:groups.prerequisiteSlices (no requireField/runtime dependency),locked
pronunciationFocus,groups,,category_payload,false,false,false,false,false,lv2,player-contract requireField + contract path,runtime_not_required:groups.pronunciationFocus (no requireField/runtime dependency),locked
publishNotes,groups,,category_payload,false,false,false,false,false,lv2,player-contract requireField + contract path,runtime_not_required:groups.publishNotes (no requireField/runtime dependency),locked
purposeRelationshipTag,groups,,category_payload,false,false,false,false,false,lv2,player-contract requireField + contract path,runtime_not_required:groups.purposeRelationshipTag (no requireField/runtime dependency),locked
registerTone,groups,,category_payload,false,false,false,false,false,lv2,player-contract requireField + contract path,runtime_not_required:groups.registerTone (no requireField/runtime dependency),locked
registerVariants,groups,,category_payload,false,false,false,false,false,lv2,player-contract requireField + contract path,runtime_not_required:groups.registerVariants (no requireField/runtime dependency),locked
remediationGuidance,groups,,category_payload,false,false,false,false,false,lv2,player-contract requireField + contract path,runtime_not_required:groups.remediationGuidance (no requireField/runtime dependency),locked
remediationPaths,groups,,category_payload,false,false,false,false,false,lv2,player-contract requireField + contract path,runtime_not_required:groups.remediationPaths (no requireField/runtime dependency),locked
requiredScore,groups,,category_payload,false,false,false,false,false,lv2,player-contract requireField + contract path,runtime_not_required:groups.requiredScore (no requireField/runtime dependency),locked
retryPolicy,groups,,category_payload,false,false,false,false,false,lv2,player-contract requireField + contract path,runtime_not_required:groups.retryPolicy (no requireField/runtime dependency),locked
reviewRequired,groups,,category_payload,false,false,false,false,false,lv2,player-contract requireField + contract path,runtime_not_required:groups.reviewRequired (no requireField/runtime dependency),locked
shortSummaryTeacherGroup,groups,,category_payload,true,true,true,false,false,lv2,player-contract requireField + contract path,runtime_not_required:groups.shortSummaryTeacherGroup (no requireField/runtime dependency),locked
signatureMetaphors,groups,,category_payload,false,false,false,false,false,lv2,player-contract requireField + contract path,runtime_not_required:groups.signatureMetaphors (no requireField/runtime dependency),locked
simplificationGuidelines,groups,,category_payload,false,false,false,false,false,lv2,player-contract requireField + contract path,runtime_not_required:groups.simplificationGuidelines (no requireField/runtime dependency),locked
skipPolicy,groups,,category_payload,false,false,false,false,false,lv2,player-contract requireField + contract path,runtime_not_required:groups.skipPolicy (no requireField/runtime dependency),locked
slidePlan,groups,,category_payload,true,true,true,false,false,lv2,player-contract requireField + contract path,runtime_not_required:groups.slidePlan (no requireField/runtime dependency),locked
slug,groups,,category_payload,true,true,true,false,false,lv2,player-contract requireField + contract path,runtime_not_required:groups.slug (no requireField/runtime dependency),locked
sourceVersion,groups,,category_payload,true,true,true,false,false,lv2,player-contract requireField + contract path,runtime_not_required:groups.sourceVersion (no requireField/runtime dependency),locked
styleConstraints,groups,,category_payload,false,false,false,false,false,lv2,player-contract requireField + contract path,runtime_not_required:groups.styleConstraints (no requireField/runtime dependency),locked
successCriteria,groups,,category_payload,false,false,false,false,false,lv2,player-contract requireField + contract path,runtime_not_required:groups.successCriteria (no requireField/runtime dependency),locked
tags,groups,,category_payload,true,true,true,false,false,lv2,player-contract requireField + contract path,runtime_not_required:groups.tags (no requireField/runtime dependency),locked
targetedEdges,groups,,category_payload,true,true,true,false,false,lv2,player-contract requireField + contract path,runtime_not_required:groups.targetedEdges (no requireField/runtime dependency),locked
targetedNodes,groups,,category_payload,true,true,true,false,false,lv2,player-contract requireField + contract path,runtime_not_required:groups.targetedNodes (no requireField/runtime dependency),locked
targetedSlices,groups,,category_payload,true,true,true,false,false,lv2,player-contract requireField + contract path,runtime_not_required:groups.targetedSlices (no requireField/runtime dependency),locked
targetLanguage,groups,,category_payload,true,true,true,false,true,cms,player-contract requireField + contract path,runtime_not_required:groups.targetLanguage (no requireField/runtime dependency),locked
targetNodeKeys,groups,,category_payload,true,true,true,false,false,lv2,player-contract requireField + contract path,runtime_not_required:groups.targetNodeKeys (no requireField/runtime dependency),locked
teacherNotes,groups,,category_payload,false,false,false,false,false,lv2,player-contract requireField + contract path,runtime_not_required:groups.teacherNotes (no requireField/runtime dependency),locked
teacherOverview,groups,,category_payload,true,true,true,false,false,lv2,player-contract requireField + contract path,runtime_not_required:groups.teacherOverview (no requireField/runtime dependency),locked
telemetryTags,groups,,category_payload,true,true,true,false,false,lv2,player-contract requireField + contract path,runtime_not_required:groups.telemetryTags (no requireField/runtime dependency),locked
timeExpectationGroup,groups,,category_payload,true,true,true,false,false,lv2,player-contract requireField + contract path,runtime_not_required:groups.timeExpectationGroup (no requireField/runtime dependency),locked
title,groups,,category_payload,true,true,true,false,false,lv2,player-contract requireField + contract path,runtime_not_required:groups.title (no requireField/runtime dependency),locked
topicCategory,groups,,category_payload,false,false,false,false,false,lv2,player-contract requireField + contract path,runtime_not_required:groups.topicCategory (no requireField/runtime dependency),locked
version,groups,,category_payload,true,true,true,false,false,lv2,player-contract requireField + contract path,runtime_not_required:groups.version (no requireField/runtime dependency),locked
